sample_index,Class_0,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,predicted_label
5658,-30,-30,-30,-30,-30,-30,-30,30,-30,-30,7
6411,-30,-30,-30,-30,-30,-30,30,-30,-30,-30,6
5718,-30,-30,-30,-30,-30,-30,-30,-30,-30,-5,9
7873,-30,-30,-30,-30,-30,-30,-30,30,-30,-30,7
9486,-30,-30,-30,-30,-30,-30,-30,-30,-30,22,9
7560,-30,-30,-30,-30,-30,-30,-30,-30,30,-30,8
863,-30,-30,-30,-30,-30,-30,-30,-30,-30,30,9
8103,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
2338,-30,-30,-30,-30,30,-30,-30,-30,-30,-30,4
9349,-30,-30,-30,-30,-30,-30,-30,-30,30,-30,8
2983,-30,-30,-30,30,-30,-30,-30,-30,-30,-30,3
4911,-30,-30,30,-30,-30,-30,0,-30,-30,-30,2
1229,-30,-30,-30,-30,-30,-30,-20,-30,-30,-30,6
2182,-30,-30,-30,-30,-30,-30,30,-30,-30,-30,6
654,30,-30,-30,-30,-30,-30,-8,-30,-30,-30,0
6964,-30,-30,-30,-30,-30,-30,-16,-30,-10,-30,8
1330,-30,-30,-30,29,-30,-30,-30,-30,-30,-30,3
7549,-30,-30,-30,-30,-30,-30,-15,-30,30,-30,8
4912,-30,-30,-30,-27,-30,-30,28,-30,-30,-30,6
2060,-30,-30,-30,-30,-30,-30,-30,-30,21,-30,8
3360,-30,-30,-30,-30,-30,-30,-11,-30,-30,-30,6
9439,30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
1338,-30,-30,-30,-30,-30,-30,-30,-30,30,-30,8
9194,-30,-30,-30,-30,-30,-30,-30,-30,30,-30,8
2478,-30,-30,-30,-30,-30,-30,-26,-30,-30,-30,6
2298,-30,-30,30,-30,-30,-30,-30,-30,-30,-30,2
8898,-30,-30,-30,-30,-30,-30,-30,-30,-30,30,9
4756,-30,-30,-30,-9,-30,-30,-30,-30,-30,-30,3
8364,-30,-30,30,-30,-30,-30,-30,-30,-30,-30,2
1963,30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
4239,-30,-30,-30,-30,-30,-30,-30,-30,30,-30,8
1634,-30,-30,-30,-30,-30,30,-30,-22,-30,-30,5
6257,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
1321,26,-30,-30,-30,-30,-30,-28,-30,-30,-30,0
5443,-30,-30,-30,30,-30,-30,-30,-30,-30,-30,3
7478,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
9355,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
4646,-30,-30,-30,-30,-30,-30,-30,-30,-30,30,9
6845,-30,-30,-30,-30,-30,-6,-30,-30,-30,-30,5
2486,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
6152,-30,-30,-30,30,-30,-30,-30,-30,-30,-30,3
8773,-30,-30,-30,30,-30,-30,-30,-30,-30,-30,3
5352,-30,-30,-29,-30,-30,-30,30,-30,-30,-30,6
997,30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
1151,-30,-30,-30,-30,-30,-30,-30,-30,30,-30,8
3082,-30,-30,-30,-30,30,-30,-30,-30,-30,-30,4
2713,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
4264,-30,-30,-30,30,-30,-30,-30,-30,-30,-30,3
5662,-30,-30,-30,-30,-30,-30,-30,-30,30,-30,8
7045,-30,-30,-30,-30,-30,-30,-25,-30,30,-30,8
7728,25,-30,-30,-30,-30,-30,-21,-30,-30,-30,0
6707,-30,-30,-30,-30,-30,-30,-30,30,-30,-30,7
6873,-30,-30,-30,-30,-30,30,-30,-30,-30,-30,5
7286,30,-30,-30,-30,-30,-30,-8,-30,-30,-30,0
2702,-30,-30,-30,-30,-30,-30,-3,-30,-30,-30,6
3423,-30,-30,-30,-30,-30,-30,-30,30,-30,-30,7
285,-30,-30,-30,30,-30,-30,-30,-30,-30,-30,3
6879,-30,-30,-30,30,-30,-30,-30,-30,-30,-30,3
3866,-30,-30,30,-30,-30,-30,0,-30,-30,-30,2
4015,-30,-30,-30,-30,30,-30,-30,-30,-30,-30,4
6747,-30,-30,-16,-30,-30,-30,10,-30,-30,-30,6
6728,-30,-30,-30,-30,-30,30,-30,-30,-30,-30,5
5546,-30,-30,-30,-30,-30,30,-30,-30,-30,-30,5
3170,-30,-30,0,-30,-30,-30,-13,-30,-30,-30,2
8339,-30,-30,-30,-30,0,-30,-30,-30,-30,-30,4
6815,-30,-14,-30,-21,-30,-30,-30,-30,-30,-30,1
7342,-30,-30,-30,-30,-30,-30,-30,-30,-30,30,9
2868,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
5043,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
2936,-30,-30,-30,-30,-30,-30,-30,30,-30,-30,7
6515,-30,-30,-30,30,-30,-30,-30,-30,-30,-30,3
5183,-30,-30,-30,-30,-30,-30,-30,-30,30,-30,8
5928,-30,-30,-30,-30,-30,-25,-30,20,-30,-30,7
2191,-30,-30,30,-30,-30,-30,-30,-30,-30,-30,2
6704,-30,-30,30,-30,-30,-30,-30,-30,-30,-30,2
9269,-30,-30,-30,-30,-30,-30,-30,-30,-30,30,9
2012,-30,-30,-30,30,-30,-30,-30,-30,-30,-30,3
6795,-30,-30,-30,-30,-30,-30,-30,-30,-30,30,9
2636,-30,-30,-30,-30,-30,-30,-30,-30,-30,30,9
141,30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
6648,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
9915,-30,-30,-30,-30,-30,-30,-30,-30,3,-30,8
3819,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
4054,-30,-30,-30,-30,-17,-30,-30,-30,-30,-30,4
6832,-30,-30,-30,-30,-30,-30,-30,-30,30,-30,8
2380,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
3940,-30,-30,-30,-30,-30,-30,-15,-30,-8,-30,8
878,-30,-30,-30,-30,-30,-30,-30,-30,-30,30,9
8234,-30,-30,-30,30,-30,-30,-30,-30,-30,-30,3
6233,-30,-30,-30,-30,30,-30,-19,-30,-30,-30,4
9595,30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
597,30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
6083,-30,-30,-30,-30,-30,20,-30,-30,-30,-30,5
6970,-30,-30,-30,-30,-29,-30,-7,-30,-30,-30,6
3832,-30,-30,-30,-30,-30,-30,-30,-30,-30,30,9
4495,-30,-30,-30,-30,-30,-30,-30,-30,-30,30,9
3544,-30,-30,-30,-30,-30,30,-30,-30,-30,-30,5
7165,-30,-30,-30,-30,-30,-30,-30,30,-30,-30,7
2259,-30,-30,-30,-30,-30,-30,-30,30,-30,-30,7
3433,30,-30,-30,-30,-30,-30,-10,-30,-30,-30,0
7086,-30,-30,-30,-30,-30,-30,-30,-30,-30,30,9
1664,-30,-30,-30,-2,-30,-30,-23,-30,-30,-30,3
7947,-30,-30,-30,13,-30,-30,-30,-30,-30,-30,3
8779,-5,-30,-30,-30,-30,-30,-26,-30,-30,-30,0
9444,-30,-30,-30,-30,-30,-30,-30,-30,-30,30,9
6138,-30,-30,-30,-30,-30,-30,-30,-30,30,-30,8
8312,-30,-30,-30,-24,-17,-30,-30,-30,-30,-30,4
8214,-30,-30,-23,-30,12,-30,-27,-30,-30,-30,4
438,-30,-30,20,-30,-30,-30,-4,-30,-30,-30,2
7867,-30,-30,-30,2,-30,-30,-30,-30,-30,-30,3
7926,-30,-30,-30,-30,-30,-30,-30,-30,-30,30,9
5174,-30,-30,-30,-30,30,-30,15,-30,-30,-30,4
6935,-30,-30,-30,30,-30,-30,-30,-30,-30,-30,3
1603,-30,-30,-19,-30,-30,-30,18,-30,-30,-30,6
7847,-30,-30,-30,-30,-30,-30,-30,3,-30,-30,7
9911,-30,-30,-30,6,-30,-30,-30,-30,-30,-30,3
8693,30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
8740,-30,-30,-30,11,-30,-30,-30,-30,-30,-30,3
7632,-30,-30,-30,-30,-30,-30,-30,-30,30,-30,8
151,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
7661,-30,-30,-30,-30,-30,-30,-30,-30,30,-30,8
14,-30,-30,-30,-30,-30,-30,-30,30,-30,-30,7
8047,-30,-30,-30,16,30,-30,-30,-30,-30,-30,4
636,-30,-30,-30,-30,-8,-30,-18,-30,-30,-30,4
8876,-30,-30,-30,-30,-30,30,-30,-30,-30,-30,5
7655,-30,-30,-4,-30,-30,-30,-30,-30,-30,-30,2
6274,-30,-30,30,-30,-30,-30,-21,-30,-30,-30,2
1788,-30,-30,-30,-30,-30,-28,-30,-30,-30,29,9
3280,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
5228,-30,-30,-30,-30,-30,-22,-30,-20,-30,-30,7
1490,-30,-30,-30,-30,-30,-30,-22,-30,-30,-30,6
652,-30,-30,-30,-30,-30,-30,-30,-30,-30,30,9
1702,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
8383,-30,-30,-30,-30,-30,-30,-4,-30,-30,-30,6
4775,-30,-30,30,-30,-30,-30,-17,-30,-30,-30,2
9935,-30,-30,-30,-30,-30,-30,-6,-30,1,-30,8
3536,-30,-30,-30,-30,-30,-30,-30,-30,30,-30,8
8678,-30,-30,-30,-30,-30,-30,-30,9,-30,-30,7
543,-30,-30,-30,-30,-30,-30,-30,30,-30,-30,7
1132,-30,-30,-30,-30,-30,-30,-30,30,-30,-30,7
3526,-30,-30,-30,-30,-30,-30,-30,30,-30,-30,7
4306,-30,-30,30,-30,-30,-30,2,-30,-30,-30,2
1373,-30,-30,-30,-30,-26,-30,30,-30,-30,-30,6
7383,30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
7941,-30,-30,-30,-30,-30,-9,-30,-30,-30,-30,5
3356,-30,-30,-30,-30,-30,30,-30,-30,-30,-30,5
7842,-30,-30,-30,-30,-30,-30,-30,-30,30,-30,8
7799,-30,-30,-30,-30,-30,-11,-30,-30,-30,-30,5
4022,-20,-30,-30,-30,-30,-30,3,-30,-30,-30,6
2038,30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
6853,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
1412,-30,-30,-30,-30,30,-30,-30,-30,-30,-30,4
16,-30,-30,-30,-30,-30,-30,-30,-30,-30,30,9
5220,-30,-30,30,-30,-30,-30,-30,-30,-30,-30,2
389,-30,-30,-30,-30,-10,-30,-13,-30,-30,-30,4
9965,-30,-23,-30,23,-30,-30,-30,-30,-30,-30,3
1512,-30,30,-30,-12,-30,-30,-30,-30,-30,-30,1
4577,-30,-30,-30,-30,-30,-30,-30,-30,-30,30,9
8764,-30,-30,-30,18,-30,-30,-30,-30,-30,-30,3
5802,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
3358,-30,-30,30,-30,-30,-30,-30,-30,-30,-30,2
4977,-30,-30,-21,-30,-30,-30,16,-30,-30,-30,6
6076,-30,-30,-15,-30,-30,-30,-13,-30,-30,-30,6
5127,-30,-30,-30,30,-30,-30,-30,-30,-30,-30,3
8519,-30,-30,-30,-30,-30,-30,-30,-23,-30,9,9
7429,-30,-30,-30,-30,-30,-5,-30,18,-30,-30,7
5048,-30,-30,-30,-30,-30,-30,-30,30,-30,-30,7
3755,-30,-30,-30,-30,-22,-30,-30,-30,-19,-30,8
8715,-30,-30,-30,-30,30,-30,-30,-30,-30,-30,4
5243,-30,-30,-30,-30,30,-30,-30,-30,-30,-30,4
3004,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
662,-30,-30,30,-30,-30,-30,-30,-30,-30,-30,2
5878,-30,-30,-30,22,-30,-30,-30,-30,-30,-30,3
2679,-30,-30,-30,-30,-30,30,-30,-30,-30,-30,5
9841,-30,-30,-30,-30,30,-30,-30,-30,-30,-30,4
3266,-30,-30,-30,-30,-30,-30,-26,-30,5,-30,8
629,-30,-30,-30,-30,-30,-30,-30,-30,-30,30,9
2456,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
9170,-30,-30,-30,-30,-30,30,-30,-30,-30,-30,5
8504,-30,-30,-30,-30,-30,-30,-30,-30,-30,30,9
8319,-30,-30,-30,-18,-12,-30,-30,-30,-30,-30,4
1340,-30,-30,-13,-30,-30,-30,30,-30,-30,-30,6
1556,-30,-30,30,-30,-30,-30,-15,-30,-30,-30,2
5544,-30,-30,-30,-30,30,-30,9,-30,-30,-30,4
9489,30,-30,-30,-30,-30,-30,-21,-30,-30,-30,0
3259,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
2707,-30,-30,-30,-30,-30,-30,-30,30,-30,-30,7
6962,-30,-30,-30,-30,-30,-30,-30,30,-30,-30,7
7830,-30,-30,-30,-30,-30,-30,-23,-30,-30,-30,6
4152,-30,-30,-30,-30,-30,-30,30,-30,-30,-30,6
6750,-30,-30,-30,-30,-30,-15,-30,-5,-30,-30,7
9740,-30,-30,-30,-30,-30,-30,-30,9,-30,-30,7
2989,-30,-30,-30,-27,-30,-30,26,-30,-30,-30,6
2583,30,-30,-30,-30,-30,-30,-19,-30,-30,-30,0
1973,-30,-30,-30,-30,-18,-30,-8,-30,-30,-30,6
4593,-30,-30,-30,30,-30,-30,-30,-30,-30,-30,3
3728,-30,-30,30,-30,-24,-30,-30,-30,-30,-30,2
9406,-30,-30,-30,-30,-30,-30,-30,30,-30,-30,7
6611,-30,-30,-30,-30,-30,-30,-9,-30,16,-30,8
717,-30,-30,-30,-30,-30,-30,-30,30,-30,-30,7
1624,-30,-30,30,-30,-30,-30,-20,-30,-30,-30,2
7276,-30,-30,-30,-30,-30,-30,-30,-30,30,-30,8
4546,30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
5002,-30,-30,-30,-30,-30,-30,-30,-30,30,-30,8
9802,-30,-30,-30,-30,-30,-30,-30,30,-30,-30,7
2750,-30,-30,-22,-30,-27,-30,-30,-30,-30,-30,2
7040,-30,-30,-30,-30,-29,-30,-30,-30,-30,-30,4
7167,-30,-30,30,-30,-30,-30,-7,-30,-30,-30,2
6575,-30,-30,-30,-30,-30,-30,-30,30,-30,-30,7
80,30,-30,-30,-30,-30,-30,-9,-30,-30,-30,0
325,-30,-30,-30,-30,-30,-30,-30,-30,-30,30,9
1240,-30,-30,-30,-30,-30,-30,-30,-30,-30,30,9
2749,-30,-30,-30,30,-30,-30,-30,-30,-30,-30,3
3484,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
8365,-30,-30,-30,-30,-30,30,-30,-30,-30,-30,5
9331,-30,-30,-30,-30,-30,-30,-30,-30,-30,30,9
3968,-30,-30,-30,30,-30,-30,-30,-30,-30,-30,3
8994,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
1805,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
8261,-30,-30,-30,30,-30,-30,-30,-30,-30,-30,3
1841,-30,-30,-30,30,-30,-30,-30,-30,-30,-30,3
4895,-30,-30,-30,-30,-30,30,-30,-30,-30,-30,5
1625,-30,-30,-30,-30,-30,-30,-30,-30,-30,25,9
6837,-30,-30,-30,-30,-30,-30,-30,30,-30,-30,7
3450,-30,-30,-30,-30,-30,-30,-30,-30,-30,27,9
4451,-30,-30,-30,-30,-30,-30,-30,-30,-9,-30,8
9037,-30,-8,-30,-30,-30,-30,-30,-30,-30,-30,1
2819,-30,-30,-30,-30,-30,-5,-30,-30,-30,-30,5
6314,-30,-30,-30,-30,-30,-30,-30,-30,-30,30,9
9969,-30,-30,-30,30,-30,-30,-30,-30,-30,-30,3
8778,-30,-30,-30,-30,-30,-30,-30,30,-30,-30,7
5926,-30,-30,-30,-30,-30,-30,-30,-30,-30,30,9
2786,-30,-30,-30,30,-30,-30,-30,-30,-30,-30,3
6179,-30,-30,-30,-30,-30,-30,1,-30,-30,-30,6
815,-8,-30,-30,-30,-30,-30,-22,-30,-30,-30,0
7337,-30,-30,-30,-30,-30,-30,15,-30,-30,-30,6
681,-30,-30,-30,-30,-30,14,-30,-30,-30,-30,5
9005,-30,-30,-30,-30,-30,-30,-30,30,-30,-30,7
4098,-30,-30,-30,-30,-30,-30,-30,1,-30,-30,7
2157,-30,-30,30,-30,-30,-30,-30,-30,-30,-30,2
6059,-30,-23,-30,-12,-30,-30,-30,-30,-30,-30,3
2705,-30,-30,-30,-30,-30,30,-30,-30,-30,-30,5
843,-30,-30,-30,30,-30,-30,-30,-30,-30,-30,3
5726,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
8045,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
1447,-30,-30,-30,-30,-30,-30,-30,-30,-30,30,9
9359,-30,-30,30,-30,-30,-30,-30,-30,-30,-30,2
7398,-30,-30,-30,30,-30,-30,-30,-30,-30,-30,3
7146,-30,-30,-30,-30,-30,-30,-30,-30,-30,30,9
9699,-30,-30,-30,-30,-30,30,-30,-30,-30,-30,5
1757,-30,-30,-30,-30,-30,30,-30,-30,-30,-30,5
5145,-30,-30,-30,-30,-30,-30,-30,30,-30,-30,7
4214,-30,-30,30,-30,-30,-30,-30,-30,-30,-30,2
6588,-30,-30,-30,-30,-28,-30,-30,-30,-30,-30,4
1223,-30,-30,-30,-30,-30,-30,-30,-30,-30,30,9
4663,30,-30,-30,-30,-30,-30,-23,-30,-30,-30,0
3268,-30,-30,30,-30,-30,-30,-30,-30,-30,-30,2
9134,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
4640,-30,-30,-30,-30,-30,-30,-30,-30,-30,30,9
5699,-30,-30,-30,-30,-30,-30,-30,30,-30,-30,7
5206,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
4986,-30,-30,-30,-30,-30,30,-30,-30,-30,-30,5
2365,30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
5198,-30,-30,-30,-30,-30,-30,-30,-30,-30,4,9
9260,-30,-30,-30,-30,-30,30,-30,-30,-30,-30,5
2708,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
4430,-30,2,-30,-30,-30,-30,-30,-30,-30,-30,1
5623,-30,-30,-30,-30,-30,-5,-30,-30,-30,-30,5
1868,30,-30,-30,-30,-30,-30,-17,-30,-30,-30,0
1569,-30,-30,-30,30,-30,-30,-30,-30,-30,-30,3
12,-30,-30,-30,30,-30,-30,-30,-30,-30,-30,3
6514,-30,-30,-30,-30,-30,-30,-30,30,-30,-30,7
8256,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
4771,-30,-30,30,-30,-30,-30,7,-30,-30,-30,2
2062,-30,-30,-30,-30,-17,-30,30,-30,-30,-30,6
4030,-30,-30,-30,-30,-30,-30,-30,-30,30,-30,8
2377,-30,-30,-30,-30,-30,30,-30,-30,-30,-30,5
2292,-30,-30,-30,-30,-30,-30,-30,-30,-30,30,9
7864,-30,-30,30,-30,-30,-30,-10,-30,-30,-30,2
8432,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
1772,10,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
7528,-30,-30,-30,-30,-30,30,-30,-30,-30,-30,5
8455,-30,-30,-30,-30,-30,30,-30,-30,-30,-30,5
7251,-30,-30,-30,-30,-30,-30,-30,-30,30,-30,8
4071,-30,-30,-30,-30,-30,7,-30,-30,-30,-26,5
3731,-30,-30,-30,30,-30,-30,-30,-30,-30,-30,3
3065,-30,-30,-30,-30,-30,-30,-30,30,-30,-30,7
7417,-30,-30,-30,-30,-19,-30,-30,-30,-30,-30,4
1041,-30,-30,-9,-30,-29,-30,-30,-30,-30,-30,2
6594,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
9717,-30,-30,-30,-30,-30,-30,-30,-30,-30,30,9
9934,5,-30,-30,-30,-30,-30,-12,-30,-30,-30,0
3500,30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
6484,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
1707,-30,-30,-30,-30,-30,-30,-30,-30,-30,30,9
8577,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
2,-30,-30,-30,-30,8,-30,4,-30,-30,-30,4
3600,-30,-30,-30,-30,-30,-30,2,-30,-30,-30,6
3750,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
1392,-30,-30,-30,-30,-30,-9,-30,-30,-30,-30,5
2701,-30,-30,-30,30,-30,-30,-30,-30,-18,-30,3
3157,-30,-30,-30,-30,-30,-30,-30,-30,30,-30,8
929,-30,-30,-30,-30,-30,30,-30,-30,-30,-30,5
2518,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
1742,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
2567,-30,-30,30,-30,-30,-30,-2,-30,-30,-30,2
4504,-30,-30,-30,-30,-30,-30,-30,-30,-30,30,9
7225,-30,-30,-30,-30,30,-30,-30,-30,-30,-30,4
7492,30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
4394,-30,-30,-30,-30,-30,30,-30,-30,-30,-30,5
8624,-30,-30,-17,-30,-30,-30,0,-30,-30,-30,6
3596,-30,-30,-30,-30,-30,-30,-30,-30,30,-30,8
8203,30,-30,-30,-30,-30,-30,-14,-30,-30,-30,0
8241,-30,-30,30,-30,-30,-30,-11,-30,-30,-30,2
3518,-30,-30,-30,-30,-30,-30,-30,-30,-30,30,9
1582,-30,-30,-30,-30,-30,-30,-30,-30,30,-30,8
7758,-30,-30,-30,-30,-22,-30,-15,-30,-30,-30,6
7297,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
7355,-30,-30,-30,-30,-30,-30,-30,-30,30,-30,8
2381,-30,-30,-30,30,-30,-30,-30,-30,-30,-30,3
6006,-30,-30,-30,-30,-30,-30,-30,-30,30,-30,8
8728,30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
6311,-30,-30,-7,-30,-27,-30,5,-30,-30,-30,6
8192,-30,-30,-30,-30,-30,-30,-30,-30,28,-30,8
3605,30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
4584,-30,-30,-30,-30,7,-30,14,-30,-30,-30,6
8486,-30,-30,-30,-30,-30,-30,-30,-30,30,-30,8
743,-30,-30,-30,-30,-30,8,-30,-30,-30,-30,5
5336,-30,-30,-30,-30,-30,-30,30,-30,-30,-30,6
6288,-30,-30,-30,-30,-30,-30,-30,-30,-30,30,9
5301,30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
8797,-30,-30,-30,-30,-30,-30,-30,-30,-30,30,9
7358,-30,-30,-30,-30,-30,30,-30,-30,-30,-30,5
8855,-30,-30,-30,-30,-30,-30,-30,-30,30,-30,8
4616,30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
6101,-30,-30,-30,-30,-30,-30,-30,-30,-30,30,9
7815,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
9890,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
7140,-30,-30,-30,-30,-30,-30,-30,30,-30,-30,7
312,-30,-30,30,-30,-30,-30,-10,-30,-30,-30,2
6927,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
5039,-30,-30,-30,-30,-30,-30,30,-30,-30,-30,6
9418,7,-30,-30,-30,-30,-30,12,-30,-30,-30,6
1258,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
9149,-30,-30,-30,-30,-17,-30,-6,-30,-30,-30,6
7122,-30,-30,-30,-30,-30,16,-30,-30,-30,-30,5
8243,-30,-30,-30,-30,-30,-30,-18,-30,-30,-30,6
6814,-30,-30,-30,-30,30,-30,-30,-30,-30,-30,4
8603,-30,-30,-30,-30,-30,-30,-30,-30,30,-30,8
7880,-30,-30,-30,-30,-30,30,-30,-30,-30,-30,5
1000,-30,-30,-30,-30,-30,30,-30,-30,-30,-30,5
1298,-30,-30,-15,-30,-30,-30,-30,-30,-30,-30,2
6790,30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
8446,-30,-30,-30,7,-30,-30,-30,-30,-30,-30,3
875,-30,-30,-30,-30,-30,-30,-30,-30,30,-30,8
2584,-30,-30,-30,-30,-30,-30,-30,-30,20,-30,8
7533,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
4386,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
4656,-30,-30,-30,-30,-30,-30,-30,-30,-30,30,9
2009,-30,-30,30,-30,-30,-30,-30,-30,-30,-30,2
2346,-30,-30,-30,-30,-30,-30,-30,-17,-30,5,9
6420,-30,-30,-30,-30,-30,-30,-30,30,-30,-30,7
4704,-30,-30,-15,-30,-30,-30,-30,-30,-30,-30,2
7269,30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
5187,-30,-30,30,-30,-30,-30,-30,-30,-30,-30,2
7535,-30,-30,-30,-30,-30,-30,-30,-30,30,-30,8
5917,-30,-30,-30,-30,-30,-30,-20,-30,-30,-30,6
542,-30,-30,-30,-30,30,-30,-10,-30,-30,-30,4
4291,-30,-30,-30,-30,-30,-30,-30,-30,30,-30,8
1059,-30,-30,-30,-30,-30,30,-30,-30,-30,-30,5
7326,-30,-30,-18,-30,-30,-30,6,-30,-30,-30,6
7931,-30,-30,-30,-30,-30,-30,-30,-30,30,-30,8
6996,-30,-30,-30,30,-30,-30,-30,-30,-30,-30,3
2299,-30,-30,-30,28,-30,-30,-30,-30,-30,-30,3
9241,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
2957,-30,-30,-30,-30,23,-30,-30,-30,-30,-30,4
9412,-30,-30,-30,-30,-30,-30,15,-30,-30,-30,6
3102,30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
2684,-30,-30,-30,-30,-6,-30,30,-30,-30,-30,6
9582,-30,-30,-30,-30,-30,-30,-30,-30,-30,30,9
7782,-23,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
5255,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
3253,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
6710,-30,-30,-30,-30,-30,-30,-30,-30,-30,30,9
7192,-30,-30,-30,-30,-30,-30,-30,-30,-30,20,9
6035,-30,-30,-30,-30,-30,-30,-30,-30,30,-30,8
8837,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
388,-30,-30,-30,-30,-30,-30,-30,-30,30,-30,8
8794,-30,-30,-30,-30,-30,-30,-30,-30,30,-30,8
340,-30,-19,-30,30,-30,-30,-30,-30,-30,-30,3
1881,-30,-30,-30,30,-30,-30,-30,-30,-30,-30,3
421,-30,-30,-30,30,-30,-30,-30,-30,-30,-30,3
4312,-30,-30,-30,-30,-30,-30,-30,-30,30,-30,8
4979,-30,-30,-30,-30,-30,30,-30,-30,-30,-30,5
2067,-30,-30,-30,-30,-30,-30,-30,-30,-30,30,9
5287,-30,-30,-30,-30,-30,-30,30,-30,-30,-30,6
3316,-30,-30,-30,-30,-30,-30,-30,-30,-24,-30,8
9939,-30,-30,-30,-30,-30,-30,-26,-30,30,-30,8
2424,-30,-30,-30,-30,-30,-30,-30,30,-30,-30,7
8258,-4,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
4313,-30,-30,-30,30,-30,-30,-30,-30,-30,-30,3
5173,30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
6585,30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
82,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
1594,-30,-30,-30,-30,-30,30,-30,-30,-30,-30,5
7288,-30,-30,-30,-30,-30,-30,-30,30,-30,-30,7
9692,-30,-30,-30,-30,-30,28,-30,-30,-30,-30,5
1143,30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
6031,-30,-30,-30,-30,-30,-30,-30,30,-30,-30,7
